date,sku_id,category,sales,stockout,price,cost
2023-06-30,SKU_003,Clothing,264,False,21.48,43.67
2023-07-01,SKU_003,Clothing,271,False,82.23,43.06
2023-07-02,SKU_003,Clothing,310,False,97.24,48.18
2023-07-03,SKU_003,Clothing,266,False,99.35,30.34
2023-07-04,SKU_003,Clothing,271,False,35.94,16.56
2023-07-05,SKU_003,Clothing,260,False,71.55,40.64
2023-07-06,SKU_003,Clothing,299,False,17.13,26.95
2023-07-07,SKU_003,Clothing,256,False,49.96,12.86
2023-07-08,SKU_003,Clothing,281,False,35.26,49.97
2023-07-09,SKU_003,Clothing,277,False,36.46,14.71
2023-07-10,SKU_003,Clothing,251,False,38.14,9.77
2023-07-11,SKU_003,Clothing,274,False,58.41,18.94
2023-07-12,SKU_003,Clothing,261,False,76.31,32.06
2023-07-13,SKU_003,Clothing,0,True,54.74,38.88
2023-07-14,SKU_003,Clothing,241,False,89.15,26.95
2023-07-15,SKU_003,Clothing,275,False,23.93,21.63
2023-07-16,SKU_003,Clothing,288,False,48.12,30.72
2023-07-17,SKU_003,Clothing,261,False,78.31,28.02
2023-07-18,SKU_003,Clothing,276,False,19.2,43.0
2023-07-19,SKU_003,Clothing,266,False,85.07,40.99
2023-07-20,SKU_003,Clothing,263,False,33.36,24.37
2023-07-21,SKU_003,Clothing,237,False,58.83,49.03
2023-07-22,SKU_003,Clothing,278,False,60.01,47.62
2023-07-23,SKU_003,Clothing,295,False,44.08,23.82
2023-07-24,SKU_003,Clothing,259,False,59.81,27.34
2023-07-25,SKU_003,Clothing,265,False,46.7,34.3
2023-07-26,SKU_003,Clothing,255,False,96.47,27.48
2023-07-27,SKU_003,Clothing,255,False,90.73,22.77
2023-07-28,SKU_003,Clothing,242,False,53.66,48.82
2023-07-29,SKU_003,Clothing,274,False,29.9,28.06
2023-07-30,SKU_003,Clothing,275,False,13.08,12.67
2023-07-31,SKU_003,Clothing,293,False,45.9,45.7
2023-08-01,SKU_003,Clothing,224,False,98.85,44.68
2023-08-02,SKU_003,Clothing,247,False,68.37,18.92
2023-08-03,SKU_003,Clothing,209,False,57.14,6.1
2023-08-04,SKU_003,Clothing,213,False,47.41,25.68
2023-08-05,SKU_003,Clothing,239,False,66.48,40.3
2023-08-06,SKU_003,Clothing,260,False,87.72,35.33
2023-08-07,SKU_003,Clothing,231,False,67.39,27.77
2023-08-08,SKU_003,Clothing,231,False,86.19,7.87
2023-08-09,SKU_003,Clothing,227,False,33.27,45.53
2023-08-10,SKU_003,Clothing,226,False,75.4,47.42
2023-08-11,SKU_003,Clothing,232,False,66.11,34.96
2023-08-12,SKU_003,Clothing,247,False,23.77,41.29
2023-08-13,SKU_003,Clothing,219,False,97.97,17.68
2023-08-14,SKU_003,Clothing,174,False,48.35,17.94
2023-08-15,SKU_003,Clothing,200,False,35.39,15.5
2023-08-16,SKU_003,Clothing,235,False,93.84,36.85
2023-08-17,SKU_003,Clothing,224,False,27.72,39.98
2023-08-18,SKU_003,Clothing,207,False,44.65,38.28
2023-08-19,SKU_003,Clothing,249,False,76.3,10.11
2023-08-20,SKU_003,Clothing,224,False,63.13,8.16
2023-08-21,SKU_003,Clothing,224,False,33.49,29.21
2023-08-22,SKU_003,Clothing,204,False,73.43,20.26
2023-08-23,SKU_003,Clothing,211,False,35.07,39.72
2023-08-24,SKU_003,Clothing,228,False,24.72,24.61
2023-08-25,SKU_003,Clothing,203,False,11.45,10.27
2023-08-26,SKU_003,Clothing,229,False,96.82,27.92
2023-08-27,SKU_003,Clothing,229,False,42.07,19.56
2023-08-28,SKU_003,Clothing,210,False,24.2,39.39
2023-08-29,SKU_003,Clothing,203,False,40.51,11.61
2023-08-30,SKU_003,Clothing,233,False,29.69,28.49
2023-08-31,SKU_003,Clothing,213,False,70.0,32.24
2023-09-01,SKU_003,Clothing,186,False,78.35,19.13
2023-09-02,SKU_003,Clothing,241,False,31.31,33.23
2023-09-03,SKU_003,Clothing,216,False,44.69,29.04
2023-09-04,SKU_003,Clothing,214,False,62.51,7.77
2023-09-05,SKU_003,Clothing,217,False,36.32,40.92
2023-09-06,SKU_003,Clothing,224,False,41.71,18.45
2023-09-07,SKU_003,Clothing,204,False,21.36,13.34
2023-09-08,SKU_003,Clothing,207,False,99.3,34.37
2023-09-09,SKU_003,Clothing,227,False,22.98,46.41
2023-09-10,SKU_003,Clothing,215,False,99.51,23.9
2023-09-11,SKU_003,Clothing,193,False,31.49,42.6
2023-09-12,SKU_003,Clothing,209,False,84.18,37.56
2023-09-13,SKU_003,Clothing,199,False,72.27,33.68
2023-09-14,SKU_003,Clothing,212,False,30.18,9.43
2023-09-15,SKU_003,Clothing,207,False,81.41,46.17
2023-09-16,SKU_003,Clothing,237,False,83.57,47.0
2023-09-17,SKU_003,Clothing,0,True,15.48,24.3
2023-09-18,SKU_003,Clothing,215,False,26.62,22.8
2023-09-19,SKU_003,Clothing,209,False,63.87,27.63
2023-09-20,SKU_003,Clothing,200,False,94.8,28.73
2023-09-21,SKU_003,Clothing,191,False,11.85,21.36
2023-09-22,SKU_003,Clothing,197,False,88.47,35.93
2023-09-23,SKU_003,Clothing,204,False,82.45,5.88
2023-09-24,SKU_003,Clothing,220,False,22.97,48.86
2023-09-25,SKU_003,Clothing,227,False,87.59,42.76
2023-09-26,SKU_003,Clothing,214,False,55.2,37.47
2023-09-27,SKU_003,Clothing,198,False,47.88,37.72
2023-09-28,SKU_003,Clothing,219,False,28.54,11.64
2023-09-29,SKU_003,Clothing,189,False,96.79,10.15
2023-09-30,SKU_003,Clothing,246,False,82.91,16.98
2023-10-01,SKU_003,Clothing,233,False,60.12,17.51
2023-10-02,SKU_003,Clothing,197,False,25.31,39.28
2023-10-03,SKU_003,Clothing,211,False,60.58,14.64
2023-10-04,SKU_003,Clothing,210,False,80.65,13.64
2023-10-05,SKU_003,Clothing,226,False,79.76,41.16
2023-10-06,SKU_003,Clothing,224,False,26.81,24.15
2023-10-07,SKU_003,Clothing,254,False,45.46,16.94
2023-10-08,SKU_003,Clothing,234,False,72.45,34.04
2023-10-09,SKU_003,Clothing,191,False,78.37,39.81
2023-10-10,SKU_003,Clothing,228,False,65.07,21.81
2023-10-11,SKU_003,Clothing,219,False,56.13,25.64
2023-10-12,SKU_003,Clothing,214,False,71.18,30.14
2023-10-13,SKU_003,Clothing,195,False,81.17,21.83
2023-10-14,SKU_003,Clothing,231,False,14.26,6.86
2023-10-15,SKU_003,Clothing,240,False,60.33,28.95
2023-10-16,SKU_003,Clothing,191,False,24.54,10.33
2023-10-17,SKU_003,Clothing,239,False,18.11,39.67
2023-10-18,SKU_003,Clothing,200,False,63.88,18.16
2023-10-19,SKU_003,Clothing,224,False,58.02,9.56
2023-10-20,SKU_003,Clothing,219,False,55.69,41.36
2023-10-21,SKU_003,Clothing,216,False,35.34,15.99
2023-10-22,SKU_003,Clothing,225,False,11.96,28.43
2023-10-23,SKU_003,Clothing,230,False,67.07,49.31
2023-10-24,SKU_003,Clothing,183,False,48.68,24.12
2023-10-25,SKU_003,Clothing,238,False,56.57,24.46
2023-10-26,SKU_003,Clothing,198,False,93.48,18.85
2023-10-27,SKU_003,Clothing,220,False,36.61,31.15
2023-10-28,SKU_003,Clothing,230,False,83.06,38.38
2023-10-29,SKU_003,Clothing,222,False,34.85,46.87
2023-10-30,SKU_003,Clothing,222,False,87.19,16.98
2023-10-31,SKU_003,Clothing,199,False,85.25,37.33
2023-11-01,SKU_003,Clothing,265,False,14.06,47.0
2023-11-02,SKU_003,Clothing,280,False,77.3,24.85
2023-11-03,SKU_003,Clothing,278,False,66.25,43.43
2023-11-04,SKU_003,Clothing,280,False,64.13,44.32
2023-11-05,SKU_003,Clothing,285,False,50.6,45.99
2023-11-06,SKU_003,Clothing,269,False,57.04,12.11
2023-11-07,SKU_003,Clothing,288,False,26.95,20.79
2023-11-08,SKU_003,Clothing,264,False,73.39,41.12
2023-11-09,SKU_003,Clothing,227,False,13.76,33.08
2023-11-10,SKU_003,Clothing,239,False,59.56,16.28
2023-11-11,SKU_003,Clothing,310,False,48.53,44.61
2023-11-12,SKU_003,Clothing,301,False,94.52,16.25
2023-11-13,SKU_003,Clothing,296,False,72.06,35.57
2023-11-14,SKU_003,Clothing,280,False,52.76,40.7
2023-11-15,SKU_003,Clothing,250,False,94.49,29.03
2023-11-16,SKU_003,Clothing,268,False,66.96,23.89
2023-11-17,SKU_003,Clothing,276,False,15.67,42.54
2023-11-18,SKU_003,Clothing,286,False,83.65,33.84
2023-11-19,SKU_003,Clothing,304,False,69.05,14.47
2023-11-20,SKU_003,Clothing,260,False,19.74,47.0
2023-11-21,SKU_003,Clothing,266,False,29.71,27.34
2023-11-22,SKU_003,Clothing,282,False,21.89,16.97
2023-11-23,SKU_003,Clothing,253,False,12.73,39.68
2023-11-24,SKU_003,Clothing,300,False,63.13,47.06
2023-11-25,SKU_003,Clothing,0,True,14.3,13.62
2023-11-26,SKU_003,Clothing,296,False,51.35,49.63
2023-11-27,SKU_003,Clothing,276,False,37.97,49.29
2023-11-28,SKU_003,Clothing,281,False,85.89,26.64
2023-11-29,SKU_003,Clothing,303,False,84.56,29.2
2023-11-30,SKU_003,Clothing,285,False,88.92,10.67
2023-12-01,SKU_003,Clothing,267,False,56.1,23.2
2023-12-02,SKU_003,Clothing,314,False,43.78,15.87
2023-12-03,SKU_003,Clothing,295,False,81.66,5.17
2023-12-04,SKU_003,Clothing,307,False,50.63,16.11
2023-12-05,SKU_003,Clothing,315,False,67.11,28.97
2023-12-06,SKU_003,Clothing,267,False,50.63,27.57
2023-12-07,SKU_003,Clothing,279,False,50.35,16.52
2023-12-08,SKU_003,Clothing,280,False,81.78,11.93
2023-12-09,SKU_003,Clothing,323,False,40.48,10.69
2023-12-10,SKU_003,Clothing,310,False,56.21,11.26
2023-12-11,SKU_003,Clothing,294,False,50.32,13.5
2023-12-12,SKU_003,Clothing,299,False,46.17,37.26
2023-12-13,SKU_003,Clothing,270,False,29.47,41.32
2023-12-14,SKU_003,Clothing,287,False,33.63,16.47
2023-12-15,SKU_003,Clothing,317,False,49.12,19.89
2023-12-16,SKU_003,Clothing,327,False,60.99,48.08
2023-12-17,SKU_003,Clothing,310,False,29.77,35.49
2023-12-18,SKU_003,Clothing,289,False,82.95,48.94
2023-12-19,SKU_003,Clothing,313,False,35.01,49.85
2023-12-20,SKU_003,Clothing,303,False,83.42,47.07
2023-12-21,SKU_003,Clothing,318,False,67.93,32.42
2023-12-22,SKU_003,Clothing,338,False,97.21,26.03
2023-12-23,SKU_003,Clothing,317,False,50.03,35.08
2023-12-24,SKU_003,Clothing,325,False,17.96,6.19
2023-12-25,SKU_003,Clothing,308,False,33.28,20.33
2023-12-26,SKU_003,Clothing,308,False,45.75,17.09
2023-12-27,SKU_003,Clothing,333,False,74.15,29.98
2023-12-28,SKU_003,Clothing,313,False,80.72,47.64
2023-12-29,SKU_003,Clothing,324,False,32.49,32.73
2023-12-30,SKU_003,Clothing,337,False,16.69,48.98
2023-12-31,SKU_003,Clothing,333,False,26.04,45.71
2022-01-01,SKU_004,Electronics,124,False,66.94,48.92
2022-01-02,SKU_004,Electronics,159,False,51.49,35.33
2022-01-03,SKU_004,Electronics,135,False,15.25,49.93
2022-01-04,SKU_004,Electronics,120,False,87.75,34.3
2022-01-05,SKU_004,Electronics,131,False,17.04,40.47
2022-01-06,SKU_004,Electronics,114,False,24.64,43.45
2022-01-07,SKU_004,Electronics,123,False,47.73,13.73
2022-01-08,SKU_004,Electronics,170,False,55.46,28.91
2022-01-09,SKU_004,Electronics,149,False,80.27,13.63
2022-01-10,SKU_004,Electronics,130,False,88.63,8.4
2022-01-11,SKU_004,Electronics,134,False,88.87,18.41
2022-01-12,SKU_004,Electronics,0,True,37.06,31.01
2022-01-13,SKU_004,Electronics,132,False,92.12,16.97
2022-01-14,SKU_004,Electronics,90,False,59.42,47.71
2022-01-15,SKU_004,Electronics,0,True,10.83,25.73
2022-01-16,SKU_004,Electronics,166,False,12.03,35.91
2022-01-17,SKU_004,Electronics,133,False,25.04,23.32
2022-01-18,SKU_004,Electronics,99,False,58.13,13.95
2022-01-19,SKU_004,Electronics,108,False,77.85,9.97
2022-01-20,SKU_004,Electronics,127,False,16.38,31.92
2022-01-21,SKU_004,Electronics,130,False,93.19,29.71
2022-01-22,SKU_004,Electronics,122,False,46.15,47.71
2022-01-23,SKU_004,Electronics,138,False,48.92,42.29
2022-01-24,SKU_004,Electronics,143,False,27.0,36.55
2022-01-25,SKU_004,Electronics,114,False,75.3,15.34
2022-01-26,SKU_004,Electronics,0,True,74.37,12.7
2022-01-27,SKU_004,Electronics,127,False,52.83,7.01
2022-01-28,SKU_004,Electronics,125,False,74.45,19.54
2022-01-29,SKU_004,Electronics,144,False,23.17,13.5
2022-01-30,SKU_004,Electronics,124,False,33.06,22.11
2022-01-31,SKU_004,Electronics,138,False,71.53,5.89
2022-02-01,SKU_004,Electronics,146,False,53.83,41.59
2022-02-02,SKU_004,Electronics,134,False,51.85,36.05
2022-02-03,SKU_004,Electronics,148,False,28.63,46.32
2022-02-04,SKU_004,Electronics,129,False,20.1,18.11
2022-02-05,SKU_004,Electronics,164,False,82.39,45.47
2022-02-06,SKU_004,Electronics,156,False,41.36,13.06
2022-02-07,SKU_004,Electronics,102,False,51.78,27.29
2022-02-08,SKU_004,Electronics,145,False,56.5,38.12
2022-02-09,SKU_004,Electronics,136,False,93.61,22.01
2022-02-10,SKU_004,Electronics,124,False,35.94,12.21
2022-02-11,SKU_004,Electronics,137,False,57.91,8.41
2022-02-12,SKU_004,Electronics,172,False,52.25,37.41
2022-02-13,SKU_004,Electronics,181,False,45.59,19.51
2022-02-14,SKU_004,Electronics,148,False,16.73,25.73
2022-02-15,SKU_004,Electronics,142,False,18.5,49.5
2022-02-16,SKU_004,Electronics,137,False,47.65,24.84
2022-02-17,SKU_004,Electronics,149,False,79.7,6.52
2022-02-18,SKU_004,Electronics,122,False,41.32,26.11
2022-02-19,SKU_004,Electronics,167,False,19.66,11.55
2022-02-20,SKU_004,Electronics,161,False,20.41,47.58
2022-02-21,SKU_004,Electronics,134,False,67.37,34.04
2022-02-22,SKU_004,Electronics,171,False,84.95,8.25
2022-02-23,SKU_004,Electronics,143,False,58.06,22.06
2022-02-24,SKU_004,Electronics,160,False,54.66,42.11
2022-02-25,SKU_004,Electronics,121,False,19.22,7.77
2022-02-26,SKU_004,Electronics,162,False,74.61,38.43
2022-02-27,SKU_004,Electronics,156,False,29.9,17.34
2022-02-28,SKU_004,Electronics,127,False,94.94,41.19
2022-03-01,SKU_004,Electronics,147,False,46.59,21.0
2022-03-02,SKU_004,Electronics,146,False,76.51,22.86
2022-03-03,SKU_004,Electronics,168,False,43.79,27.4
2022-03-04,SKU_004,Electronics,128,False,11.73,39.76
2022-03-05,SKU_004,Electronics,155,False,13.95,34.42
2022-03-06,SKU_004,Electronics,176,False,28.48,38.18
2022-03-07,SKU_004,Electronics,155,False,32.16,45.65
2022-03-08,SKU_004,Electronics,153,False,75.01,13.57
2022-03-09,SKU_004,Electronics,159,False,16.44,22.53
2022-03-10,SKU_004,Electronics,137,False,63.58,44.25
2022-03-11,SKU_004,Electronics,169,False,44.69,12.12
2022-03-12,SKU_004,Electronics,158,False,35.76,13.95
2022-03-13,SKU_004,Electronics,173,False,11.67,24.7
2022-03-14,SKU_004,Electronics,148,False,38.95,10.95
2022-03-15,SKU_004,Electronics,142,False,70.5,40.21
2022-03-16,SKU_004,Electronics,185,False,35.86,12.29
2022-03-17,SKU_004,Electronics,162,False,30.24,28.38
2022-03-18,SKU_004,Electronics,159,False,67.75,41.78
2022-03-19,SKU_004,Electronics,171,False,32.95,16.81
2022-03-20,SKU_004,Electronics,180,False,50.98,36.41
2022-03-21,SKU_004,Electronics,135,False,24.39,22.92
2022-03-22,SKU_004,Electronics,159,False,55.67,19.8
2022-03-23,SKU_004,Electronics,152,False,12.16,19.09
2022-03-24,SKU_004,Electronics,153,False,35.7,18.41
2022-03-25,SKU_004,Electronics,170,False,85.2,48.52
2022-03-26,SKU_004,Electronics,140,False,48.42,29.84
2022-03-27,SKU_004,Electronics,153,False,76.92,28.94
2022-03-28,SKU_004,Electronics,159,False,74.41,41.0
2022-03-29,SKU_004,Electronics,160,False,25.53,5.12
2022-03-30,SKU_004,Electronics,120,False,26.92,43.68
2022-03-31,SKU_004,Electronics,141,False,30.38,26.63
2022-04-01,SKU_004,Electronics,128,False,25.27,37.33
2022-04-02,SKU_004,Electronics,171,False,51.61,37.13
2022-04-03,SKU_004,Electronics,161,False,83.89,14.2
2022-04-04,SKU_004,Electronics,157,False,21.31,11.23
2022-04-05,SKU_004,Electronics,148,False,77.16,32.21
2022-04-06,SKU_004,Electronics,176,False,11.65,19.03
2022-04-07,SKU_004,Electronics,134,False,81.32,18.81
2022-04-08,SKU_004,Electronics,164,False,93.95,20.53
2022-04-09,SKU_004,Electronics,171,False,29.95,17.13
2022-04-10,SKU_004,Electronics,156,False,99.25,13.88
2022-04-11,SKU_004,Electronics,162,False,97.38,47.64
2022-04-12,SKU_004,Electronics,153,False,29.31,33.53
2022-04-13,SKU_004,Electronics,159,False,25.81,23.96
2022-04-14,SKU_004,Electronics,141,False,51.84,29.19
2022-04-15,SKU_004,Electronics,128,False,72.61,47.2
2022-04-16,SKU_004,Electronics,191,False,79.16,9.01
2022-04-17,SKU_004,Electronics,171,False,32.76,28.28
2022-04-18,SKU_004,Electronics,0,True,33.81,28.13
2022-04-19,SKU_004,Electronics,162,False,47.33,46.87
2022-04-20,SKU_004,Electronics,152,False,28.0,10.89
2022-04-21,SKU_004,Electronics,160,False,76.49,33.13
2022-04-22,SKU_004,Electronics,179,False,58.02,10.09
2022-04-23,SKU_004,Electronics,162,False,96.14,36.36
2022-04-24,SKU_004,Electronics,181,False,51.43,21.4
2022-04-25,SKU_004,Electronics,169,False,71.07,13.93
2022-04-26,SKU_004,Electronics,129,False,81.25,26.41
2022-04-27,SKU_004,Electronics,173,False,46.84,45.29
2022-04-28,SKU_004,Electronics,152,False,99.6,10.35
2022-04-29,SKU_004,Electronics,162,False,87.31,49.62
2022-04-30,SKU_004,Electronics,155,False,73.92,10.19
2022-05-01,SKU_004,Electronics,185,False,63.2,27.67
2022-05-02,SKU_004,Electronics,144,False,97.56,7.51
2022-05-03,SKU_004,Electronics,165,False,17.07,30.22
2022-05-04,SKU_004,Electronics,151,False,23.94,43.21
2022-05-05,SKU_004,Electronics,159,False,72.37,5.23
2022-05-06,SKU_004,Electronics,148,False,27.77,45.99
2022-05-07,SKU_004,Electronics,159,False,33.7,14.44
2022-05-08,SKU_004,Electronics,155,False,18.0,7.62
2022-05-09,SKU_004,Electronics,168,False,48.06,30.46
2022-05-10,SKU_004,Electronics,134,False,94.25,7.47
2022-05-11,SKU_004,Electronics,157,False,26.56,18.32
2022-05-12,SKU_004,Electronics,151,False,17.58,41.53
2022-05-13,SKU_004,Electronics,161,False,74.6,35.59
2022-05-14,SKU_004,Electronics,180,False,13.74,6.04
2022-05-15,SKU_004,Electronics,150,False,92.56,22.62
2022-05-16,SKU_004,Electronics,140,False,10.02,12.58
2022-05-17,SKU_004,Electronics,130,False,21.03,14.54
2022-05-18,SKU_004,Electronics,177,False,49.05,17.5
2022-05-19,SKU_004,Electronics,148,False,57.87,9.13
2022-05-20,SKU_004,Electronics,159,False,99.96,42.59
2022-05-21,SKU_004,Electronics,0,True,37.32,9.89
2022-05-22,SKU_004,Electronics,158,False,70.94,44.35
2022-05-23,SKU_004,Electronics,124,False,39.78,17.14
2022-05-24,SKU_004,Electronics,157,False,49.61,28.06
2022-05-25,SKU_004,Electronics,127,False,24.96,20.73
2022-05-26,SKU_004,Electronics,165,False,78.1,35.01
2022-05-27,SKU_004,Electronics,149,False,53.58,29.75
2022-05-28,SKU_004,Electronics,139,False,60.89,37.2
2022-05-29,SKU_004,Electronics,165,False,16.0,48.92
2022-05-30,SKU_004,Electronics,133,False,15.44,24.95
2022-05-31,SKU_004,Electronics,139,False,95.56,33.54
2022-06-01,SKU_004,Electronics,149,False,64.3,19.04
2022-06-02,SKU_004,Electronics,141,False,13.01,41.71
2022-06-03,SKU_004,Electronics,178,False,39.26,26.2
2022-06-04,SKU_004,Electronics,186,False,90.78,47.6
2022-06-05,SKU_004,Electronics,190,False,29.54,21.81
2022-06-06,SKU_004,Electronics,153,False,52.9,43.96
2022-06-07,SKU_004,Electronics,159,False,67.95,39.33
2022-06-08,SKU_004,Electronics,173,False,93.5,19.97
2022-06-09,SKU_004,Electronics,171,False,11.27,5.31
2022-06-10,SKU_004,Electronics,160,False,25.93,6.28
2022-06-11,SKU_004,Electronics,182,False,10.74,38.12
2022-06-12,SKU_004,Electronics,190,False,10.48,49.32
2022-06-13,SKU_004,Electronics,176,False,90.56,34.67
2022-06-14,SKU_004,Electronics,176,False,60.64,9.49
2022-06-15,SKU_004,Electronics,159,False,22.67,15.12
2022-06-16,SKU_004,Electronics,186,False,30.89,5.04
2022-06-17,SKU_004,Electronics,168,False,98.67,41.45
2022-06-18,SKU_004,Electronics,196,False,57.24,26.47
2022-06-19,SKU_004,Electronics,181,False,79.77,28.7
2022-06-20,SKU_004,Electronics,145,False,62.49,15.35
2022-06-21,SKU_004,Electronics,148,False,68.84,35.65
2022-06-22,SKU_004,Electronics,161,False,94.27,41.33
2022-06-23,SKU_004,Electronics,185,False,37.33,49.23
2022-06-24,SKU_004,Electronics,147,False,15.12,49.03
2022-06-25,SKU_004,Electronics,169,False,60.13,34.51
2022-06-26,SKU_004,Electronics,171,False,74.46,23.75
2022-06-27,SKU_004,Electronics,158,False,30.43,14.96
2022-06-28,SKU_004,Electronics,152,False,84.51,22.23
2022-06-29,SKU_004,Electronics,141,False,74.87,15.85
2022-06-30,SKU_004,Electronics,160,False,73.27,15.02
2022-07-01,SKU_004,Electronics,157,False,56.07,19.38
2022-07-02,SKU_004,Electronics,168,False,73.4,27.15
2022-07-03,SKU_004,Electronics,165,False,25.45,9.61
2022-07-04,SKU_004,Electronics,143,False,11.85,16.22
2022-07-05,SKU_004,Electronics,158,False,74.67,8.28
2022-07-06,SKU_004,Electronics,154,False,64.07,35.68
2022-07-07,SKU_004,Electronics,174,False,30.91,33.08
2022-07-08,SKU_004,Electronics,0,True,20.73,34.21
2022-07-09,SKU_004,Electronics,172,False,59.81,6.43
2022-07-10,SKU_004,Electronics,184,False,66.24,40.09
2022-07-11,SKU_004,Electronics,151,False,56.74,43.61
2022-07-12,SKU_004,Electronics,165,False,35.22,7.39
2022-07-13,SKU_004,Electronics,147,False,47.53,15.31
2022-07-14,SKU_004,Electronics,155,False,59.82,32.72
2022-07-15,SKU_004,Electronics,147,False,45.25,46.2
2022-07-16,SKU_004,Electronics,166,False,54.83,25.59
2022-07-17,SKU_004,Electronics,154,False,22.59,28.09
2022-07-18,SKU_004,Electronics,138,False,78.64,24.23
2022-07-19,SKU_004,Electronics,140,False,75.48,35.57
2022-07-20,SKU_004,Electronics,113,False,67.6,27.27
2022-07-21,SKU_004,Electronics,138,False,88.72,12.68
2022-07-22,SKU_004,Electronics,152,False,11.67,44.99
2022-07-23,SKU_004,Electronics,152,False,93.64,37.28
2022-07-24,SKU_004,Electronics,155,False,56.91,12.74
2022-07-25,SKU_004,Electronics,155,False,38.93,12.18
2022-07-26,SKU_004,Electronics,155,False,12.56,33.32
2022-07-27,SKU_004,Electronics,136,False,39.81,10.34
2022-07-28,SKU_004,Electronics,158,False,66.03,19.18
2022-07-29,SKU_004,Electronics,146,False,18.21,35.55
2022-07-30,SKU_004,Electronics,191,False,27.44,16.78
2022-07-31,SKU_004,Electronics,169,False,39.75,43.72
2022-08-01,SKU_004,Electronics,134,False,79.58,19.97
2022-08-02,SKU_004,Electronics,111,False,34.71,29.57
2022-08-03,SKU_004,Electronics,110,False,34.0,48.51
2022-08-04,SKU_004,Electronics,90,False,80.86,49.29
2022-08-05,SKU_004,Electronics,0,True,62.91,27.56
2022-08-06,SKU_004,Electronics,129,False,17.56,35.67
2022-08-07,SKU_004,Electronics,148,False,84.08,6.89
2022-08-08,SKU_004,Electronics,129,False,45.82,18.96
2022-08-09,SKU_004,Electronics,78,False,98.13,8.99
2022-08-10,SKU_004,Electronics,96,False,53.22,33.07
2022-08-11,SKU_004,Electronics,103,False,46.86,21.86
2022-08-12,SKU_004,Electronics,125,False,84.6,9.9
2022-08-13,SKU_004,Electronics,126,False,65.72,11.47
2022-08-14,SKU_004,Electronics,114,False,10.65,19.25
2022-08-15,SKU_004,Electronics,105,False,88.67,21.16
2022-08-16,SKU_004,Electronics,138,False,86.11,46.01
2022-08-17,SKU_004,Electronics,104,False,33.27,37.59
2022-08-18,SKU_004,Electronics,110,False,31.21,45.87
2022-08-19,SKU_004,Electronics,108,False,53.01,15.06
2022-08-20,SKU_004,Electronics,123,False,27.17,29.88
2022-08-21,SKU_004,Electronics,119,False,54.22,44.26
2022-08-22,SKU_004,Electronics,84,False,62.2,9.01
2022-08-23,SKU_004,Electronics,93,False,32.51,23.77
2022-08-24,SKU_004,Electronics,113,False,87.29,10.69
2022-08-25,SKU_004,Electronics,89,False,91.46,24.56
2022-08-26,SKU_004,Electronics,108,False,93.47,28.44
2022-08-27,SKU_004,Electronics,165,False,19.62,41.95
2022-08-28,SKU_004,Electronics,118,False,16.51,40.38
2022-08-29,SKU_004,Electronics,92,False,89.21,44.95
2022-08-30,SKU_004,Electronics,100,False,88.09,5.1
2022-08-31,SKU_004,Electronics,121,False,64.14,32.28
2022-09-01,SKU_004,Electronics,97,False,91.4,27.65
2022-09-02,SKU_004,Electronics,105,False,26.06,28.09
2022-09-03,SKU_004,Electronics,123,False,79.92,40.49
2022-09-04,SKU_004,Electronics,108,False,90.41,13.74
2022-09-05,SKU_004,Electronics,116,False,97.8,44.07
2022-09-06,SKU_004,Electronics,134,False,14.61,38.55
2022-09-07,SKU_004,Electronics,112,False,68.29,27.62
2022-09-08,SKU_004,Electronics,83,False,24.3,13.8
2022-09-09,SKU_004,Electronics,102,False,23.78,17.12
2022-09-10,SKU_004,Electronics,148,False,81.43,40.33
2022-09-11,SKU_004,Electronics,143,False,35.98,47.21
2022-09-12,SKU_004,Electronics,110,False,47.64,30.17
2022-09-13,SKU_004,Electronics,115,False,50.34,32.05
2022-09-14,SKU_004,Electronics,118,False,39.12,42.74
2022-09-15,SKU_004,Electronics,92,False,85.4,11.87
2022-09-16,SKU_004,Electronics,105,False,91.71,21.34
2022-09-17,SKU_004,Electronics,111,False,55.07,25.52
2022-09-18,SKU_004,Electronics,141,False,86.77,48.78
2022-09-19,SKU_004,Electronics,86,False,74.45,22.74
2022-09-20,SKU_004,Electronics,97,False,75.6,47.86
2022-09-21,SKU_004,Electronics,132,False,91.26,41.65
2022-09-22,SKU_004,Electronics,77,False,11.82,28.58
2022-09-23,SKU_004,Electronics,97,False,57.27,48.83
2022-09-24,SKU_004,Electronics,105,False,81.86,28.58
2022-09-25,SKU_004,Electronics,93,False,86.77,41.27
2022-09-26,SKU_004,Electronics,107,False,36.52,7.25
2022-09-27,SKU_004,Electronics,91,False,41.99,16.32
2022-09-28,SKU_004,Electronics,117,False,14.45,43.19
2022-09-29,SKU_004,Electronics,0,True,94.34,33.24
2022-09-30,SKU_004,Electronics,0,True,31.19,11.2
2022-10-01,SKU_004,Electronics,110,False,24.99,28.79
2022-10-02,SKU_004,Electronics,97,False,13.35,6.19
2022-10-03,SKU_004,Electronics,113,False,38.62,40.83
2022-10-04,SKU_004,Electronics,79,False,74.17,17.31
2022-10-05,SKU_004,Electronics,69,False,60.05,19.71
2022-10-06,SKU_004,Electronics,132,False,65.83,29.49
2022-10-07,SKU_004,Electronics,90,False,73.53,29.04
